name,paint,price realised gbp,price realised usd,price estimated gbp,price estimated usd,image,sale date
Peter Doig,The Architect's Home in the Ravine ,"GBP 11,282,500","USD 16,370,908","GBP 10,000,000 - GBP 15,000,000","USD 14,509,999 - USD 21,764,999",http://www.christies.com/lotfinderimages/D59730/peter_doig_the_architects_home_in_the_ravine_d5973059g.jpg,"11 February 2016, "
